1_LT_001_PV,2_PIT_001_PV,3_AIT_005_PV,2_FIC_401_SP,2_FIC_601_SP,1_P_005_STATUS,2_FIC_601_PV,2_MV_601_STATUS,2_FIC_301_PV,3_AIT_003_PV,2_FIC_601_CO,2_FQ_501_PV,2_FIC_401_PV,2_LT_001_PV,2_MV_401_STATUS,2A_AIT_001_PV,2_DPIT_001_PV,2_FIC_501_CO,2B_AIT_001_PV,2_FIC_201_CO,2_FQ_101_PV,1_MV_003_STATUS,2B_AIT_003_PV,2_MV_003_STATUS,2_PIT_002_PV,2_FIC_301_CO,2_MV_201_STATUS,2B_AIT_002_PV,1_AIT_001_PV,2_P_003_STATUS,2_MCV_501_CO,2_FQ_201_PV,2_FIC_201_PV,1_P_003_STATUS,3_AIT_004_PV,LEAK_DIFF_PRESSURE,2B_AIT_004_PV,2_FIT_001_PV,2_MCV_101_CO,2_FIC_301_SP,2_FIC_101_PV,2A_AIT_002_PV,2_FIC_401_CO,2_MCV_301_CO,1_P_001_STATUS,2_FIC_101_CO,2_FIT_002_PV,1_MV_001_STATUS,3_AIT_002_PV,2_MCV_601_CO,2_MV_101_STATUS,1_AIT_005_PV,2_LT_002_PV,2_PIC_003_PV,2_PIC_003_CO,2_MV_006_STATUS,2_MV_501_STATUS,2_FIC_201_SP,1_AIT_004_PV,2_P_003_SPEED,2_PIT_003_PV,2_FIC_501_PV,TOTAL_CONS_REQUIRED_FLOW,3_FIT_001_PV,1_FIT_001_PV,2_FIC_501_SP,2_FIT_003_PV,2_MCV_201_CO,1_P_006_STATUS,2A_AIT_004_PV,2_MCV_401_CO,2_FIC_101_SP,2A_AIT_003_PV,2_P_004_SPEED,2_FQ_601_PV,2_FQ_301_PV,2_FQ_401_PV,1_AIT_003_PV,3_LT_001_PV,2_MV_301_STATUS,2_MCV_007_CO,1_MV_002_STATUS,1_AIT_002_PV,"Attack LABLE (1:No Attack, -1:Attack)"
58.1251,152.137,0.503649,0.12,0.12,2,0.128301,1,0.0979234,7.59339,25.2915,0.116878,0.119885,69.4451,1,0.169922,2519.97,21.827,0.189453,30.9504,0.0881007,1,8.70346,2,89.0521,19.4225,1,9.10336,167.38,1,30.9539,0.117526,0.117526,1,635.664,62.9676,474.598,2.27027,25.3053,0.11,0.0881007,4.34E-41,19.7233,19.7109,1,24.9782,0.63986,1,8279.1,24.9668,1,0.267078,76.1782,0.0269616,50,1,1,0.12,457.772,-0.0154853,0.0269616,0.116878,0.69,0.00135846,0.0012552,0.12,0,21.8359,1,475.196,19.4237,0.1,8.6875,0.03132,0.128301,0.0979234,0.119885,11.9576,64.5001,1,0,1,0.565481,1
58.1251,152.137,0.503649,0.12,0.12,2,0.128301,1,0.0979234,7.59339,25.2915,0.116878,0.119885,69.4451,1,0.169922,2519.97,21.827,0.189453,30.9504,0.0881007,1,8.70346,2,89.0521,19.4225,1,9.10336,167.38,1,30.9539,0.117526,0.117526,1,635.664,62.9676,474.598,2.27027,25.3053,0.11,0.0881007,4.34E-41,19.7233,19.7109,1,24.9782,0.63986,1,8279.1,24.9668,1,0.267078,76.1782,0.0269616,50,1,1,0.12,457.772,-0.0154853,0.0269616,0.116878,0.69,0.00135846,0.0012552,0.12,0,21.8359,1,475.196,19.4237,0.1,8.6875,0.03132,0.128301,0.0979234,0.119885,11.9576,64.5001,1,0,1,0.565481,1
58.1251,152.137,0.503649,0.12,0.12,2,0.128301,1,0.0979234,7.59339,25.2915,0.116878,0.119885,69.4451,1,0.169922,2519.97,21.827,0.189453,30.9504,0.0881007,1,8.70346,2,89.0521,19.4225,1,9.10336,167.38,1,30.9539,0.117526,0.117526,1,635.664,62.9676,474.598,2.27027,25.3053,0.11,0.0881007,4.34E-41,19.7233,19.7109,1,24.9782,0.63986,1,8279.1,24.9668,1,0.267078,76.1782,0.0269616,50,1,1,0.12,457.772,-0.0154853,0.0269616,0.116878,0.69,0.00135846,0.0012552,0.12,0,21.8359,1,475.196,19.4237,0.1,8.6875,0.03132,0.128301,0.0979234,0.119885,11.9576,64.5001,1,0,1,0.565481,1
56.4348,152.121,0.503699,0.12,0.12,2,0.129007,1,0.0932952,7.44424,25.2027,0.117501,0.11959,69.4171,1,0.169922,2522.61,21.8576,0.189453,30.8306,0.0899026,1,8.70346,2,89.1637,19.6055,1,9.10336,167.379,1,30.8017,0.133308,0.128671,1,638.45,63.1244,474.598,2.26628,25.2153,0.11,0.0898001,4.34E-41,19.7141,19.7015,1,25.0656,0.649211,1,8279.1,25.0557,1,0.266979,76.6826,0.0271337,50,1,1,0.12,457.868,-0.0151083,0.0270638,0.116275,0.69,0.00124946,0.00108227,0.12,0,21.8488,1,475.196,19.5905,0.1,8.6875,0.0310741,0.129539,0.09522,0.121285,11.9564,64.4357,1,0,1,0.595476,1
56.4348,152.121,0.503699,0.12,0.12,2,0.129007,1,0.0932952,7.44424,25.2027,0.117501,0.11959,69.4171,1,0.169922,2522.61,21.8576,0.189453,30.8306,0.0899026,1,8.69077,2,89.1637,19.6055,1,9.16531,167.379,1,30.8017,0.133308,0.128671,1,638.45,63.1244,474.698,2.26628,25.2153,0.11,0.0898001,4.19E-41,19.7141,19.7015,1,25.0656,0.649211,1,8279.1,25.0557,1,0.266979,76.6826,0.0271337,50,1,1,0.12,457.868,-0.0151083,0.0270638,0.116275,0.69,0.00124946,0.00108227,0.12,0,21.8488,1,475.195,19.5905,0.1,8.6875,0.0310741,0.129539,0.09522,0.121285,11.9564,64.4357,1,0,1,0.595476,1
56.4348,152.121,0.503699,0.12,0.12,2,0.129007,1,0.0932952,7.44424,25.2027,0.117501,0.11959,69.4171,1,0.169922,2522.61,21.8576,0.189453,30.8306,0.0899026,1,8.69077,2,89.1637,19.6055,1,9.16531,167.379,1,30.8017,0.133308,0.128671,1,638.45,63.1244,474.698,2.26628,25.2153,0.11,0.0898001,4.19E-41,19.7141,19.7015,1,25.0656,0.649211,1,8279.1,25.0557,1,0.266979,76.6826,0.0271337,50,1,1,0.12,457.868,-0.0151083,0.0270638,0.116275,0.69,0.00124946,0.00108227,0.12,0,21.8488,1,475.195,19.5905,0.1,8.6875,0.0310741,0.129539,0.09522,0.121285,11.9564,64.4357,1,0,1,0.595476,1
56.4348,152.121,0.503699,0.12,0.12,2,0.129007,1,0.0932952,7.44424,25.2027,0.117501,0.11959,69.4171,1,0.169922,2522.61,21.8576,0.189453,30.8306,0.0899026,1,8.69077,2,89.1637,19.6055,1,9.16531,167.379,1,30.8017,0.133308,0.128671,1,638.45,63.1244,474.698,2.26628,25.2153,0.11,0.0898001,4.19E-41,19.7141,19.7015,1,25.0656,0.649211,1,8279.1,25.0557,1,0.266979,76.6826,0.0271337,50,1,1,0.12,457.868,-0.0151083,0.0270638,0.116275,0.69,0.00124946,0.00108227,0.12,0,21.8488,1,475.195,19.5905,0.1,8.6875,0.0310741,0.129539,0.09522,0.121285,11.9564,64.4357,1,0,1,0.595476,1
56.4348,152.121,0.503699,0.12,0.12,2,0.129007,1,0.0932952,7.44424,25.2027,0.117501,0.11959,69.4171,1,0.169922,2522.61,21.8576,0.189453,30.8306,0.0899026,1,8.69077,2,89.1637,19.6055,1,9.16531,167.379,1,30.8017,0.133308,0.128671,1,638.45,63.1244,474.698,2.26628,25.2153,0.11,0.0898001,4.19E-41,19.7141,19.7015,1,25.0656,0.649211,1,8279.1,25.0557,1,0.266979,76.6826,0.0271337,50,1,1,0.12,457.868,-0.0151083,0.0270638,0.116275,0.69,0.00124946,0.00108227,0.12,0,21.8488,1,475.195,19.5905,0.1,8.6875,0.0310741,0.129539,0.09522,0.121285,11.9564,64.4357,1,0,1,0.595476,1
56.4348,152.121,0.503699,0.12,0.12,2,0.129007,1,0.0932952,7.44424,25.2027,0.117501,0.11959,69.4171,1,0.169922,2522.61,21.8576,0.189453,30.8306,0.0899026,1,8.69077,2,89.1637,19.6055,1,9.16531,167.379,1,30.8017,0.133308,0.128671,1,638.45,63.1244,474.698,2.26628,25.2153,0.11,0.0898001,4.19E-41,19.7141,19.7015,1,25.0656,0.649211,1,8279.1,25.0557,1,0.266979,76.6826,0.0271337,50,1,1,0.12,457.868,-0.0151083,0.0270638,0.116275,0.69,0.00124946,0.00108227,0.12,0,21.8488,1,475.195,19.5905,0.1,8.6875,0.0310741,0.129539,0.09522,0.121285,11.9564,64.4357,1,0,1,0.595476,1
54.2644,152.28,0.503667,0.12,0.12,2,0.128687,1,0.0956766,7.18734,25.1172,0.115451,0.122234,69.3929,1,0.169922,2520.62,21.9058,0.189453,30.6492,0.0861606,1,8.69077,2,89.2689,19.7245,1,9.16531,167.435,1,30.6799,0.132987,0.13444,1,653.405,63.2216,474.698,2.26433,25.1241,0.11,0.0875538,4.19E-41,19.6783,19.6997,1,25.2004,0.656801,1,8279.1,25.2014,1,0.266861,76.8988,0.0268898,50,1,1,0.12,457.913,-0.0150017,0.0268898,0.115493,0.69,0.00127487,0.00124373,0.12,0,21.8913,1,475.195,19.7386,0.1,8.6875,0.0305906,0.130095,0.0945158,0.120261,11.9577,64.3938,1,0,1,0.595478,1
54.2644,152.28,0.503667,0.12,0.12,2,0.128687,1,0.0956766,7.18734,25.1172,0.115451,0.122234,69.3929,1,0.169922,2520.62,21.9058,0.189453,30.6492,0.0861606,1,8.69077,2,89.2689,19.7245,1,9.16531,167.435,1,30.6799,0.132987,0.13444,1,653.405,63.2216,474.698,2.26433,25.1241,0.11,0.0875538,4.19E-41,19.6783,19.6997,1,25.2004,0.656801,1,8279.1,25.2014,1,0.266861,76.8988,0.0268898,50,1,1,0.12,457.913,-0.0150017,0.0268898,0.115493,0.69,0.00127487,0.00124373,0.12,0,21.8913,1,475.195,19.7386,0.1,8.6875,0.0305906,0.130095,0.0945158,0.120261,11.9577,64.3938,1,0,1,0.595478,1
54.2644,152.28,0.503667,0.12,0.12,2,0.128687,1,0.0956766,7.18734,25.1172,0.115451,0.122234,69.3929,1,0.169922,2520.62,21.9058,0.189453,30.6492,0.0861606,1,8.69077,2,89.2689,19.7245,1,9.16531,167.435,1,30.6799,0.132987,0.13444,1,653.405,63.2216,474.698,2.26433,25.1241,0.11,0.0875538,4.19E-41,19.6783,19.6997,1,25.2004,0.656801,1,8279.1,25.2014,1,0.266861,76.8988,0.0268898,50,1,1,0.12,457.913,-0.0150017,0.0268898,0.115493,0.69,0.00127487,0.00124373,0.12,0,21.8913,1,475.195,19.7386,0.1,8.6875,0.0305906,0.130095,0.0945158,0.120261,11.9577,64.3938,1,0,1,0.595478,1
54.2644,152.28,0.503667,0.12,0.12,2,0.128687,1,0.0956766,7.18734,25.1172,0.115451,0.122234,69.3929,1,0.169922,2520.62,21.9058,0.189453,30.6492,0.0861606,1,8.69077,2,89.2689,19.7245,1,9.16531,167.435,1,30.6799,0.132987,0.13444,1,653.405,63.2216,474.698,2.26433,25.1241,0.11,0.0875538,4.19E-41,19.6783,19.6997,1,25.2004,0.656801,1,8279.1,25.2014,1,0.266861,76.8988,0.0268898,50,1,1,0.12,457.913,-0.0150017,0.0268898,0.115493,0.69,0.00127487,0.00124373,0.12,0,21.8913,1,475.195,19.7386,0.1,8.6875,0.0305906,0.130095,0.0945158,0.120261,11.9577,64.3938,1,0,1,0.595478,1
54.2644,152.28,0.503667,0.12,0.12,2,0.128687,1,0.0956766,7.18734,25.1172,0.115451,0.122234,69.3929,1,0.169922,2520.62,21.9058,0.189453,30.6492,0.0861606,1,8.69077,2,89.2689,19.7245,1,9.16531,167.435,1,30.6799,0.132987,0.13444,1,653.405,63.2216,474.698,2.26433,25.1241,0.11,0.0875538,4.19E-41,19.6783,19.6997,1,25.2004,0.656801,1,8279.1,25.2014,1,0.266861,76.8988,0.0268898,50,1,1,0.12,457.913,-0.0150017,0.0268898,0.115493,0.69,0.00127487,0.00124373,0.12,0,21.8913,1,475.195,19.7386,0.1,8.6875,0.0305906,0.130095,0.0945158,0.120261,11.9577,64.3938,1,0,1,0.595478,1
54.9447,152.242,0.503733,0.12,0.12,2,0.128642,1,0.0929433,7.32935,25.0302,0.11553,0.123217,69.4006,1,0.169922,2520.91,21.9416,0.189453,30.485,0.0875847,1,8.69123,2,89.242,19.8888,1,9.04042,167.388,1,30.485,0.134842,0.137647,1,644.585,63.0131,474.567,2.2663,25.0302,0.11,0.0869896,4.10E-41,19.6573,19.6573,1,25.3159,0.64981,1,8279.1,25.3159,1,0.267059,76.7867,0.0269498,50,1,1,0.12,457.98,-0.0151165,0.0270068,0.115544,0.69,0.00122488,0.00120193,0.12,0,21.9416,1,475.203,19.8888,0.1,8.6875,0.0309758,0.128549,0.0947982,0.120278,11.9562,64.3984,1,0,1,0.613478,1
54.9447,152.242,0.503733,0.12,0.12,2,0.128642,1,0.0929433,7.32935,25.0302,0.11553,0.123217,69.4006,1,0.169922,2520.91,21.9416,0.189453,30.485,0.0875847,1,8.69123,2,89.242,19.8888,1,9.04042,167.388,1,30.485,0.134842,0.137647,1,644.585,63.0131,474.567,2.2663,25.0302,0.11,0.0869896,4.10E-41,19.6573,19.6573,1,25.3159,0.64981,1,8279.1,25.3159,1,0.267059,76.7867,0.0269498,50,1,1,0.12,457.98,-0.0151165,0.0270068,0.115544,0.69,0.00122488,0.00120193,0.12,0,21.9416,1,475.203,19.8888,0.1,8.6875,0.0309758,0.128549,0.0947982,0.120278,11.9562,64.3984,1,0,1,0.613478,1
54.9447,152.242,0.503733,0.12,0.12,2,0.128642,1,0.0929433,7.32935,25.0302,0.11553,0.123217,69.4006,1,0.169922,2520.91,21.9416,0.189453,30.485,0.0875847,1,8.69123,2,89.242,19.8888,1,9.04042,167.388,1,30.485,0.134842,0.137647,1,644.585,63.0131,474.567,2.2663,25.0302,0.11,0.0869896,4.10E-41,19.6573,19.6573,1,25.3159,0.64981,1,8279.1,25.3159,1,0.267059,76.7867,0.0269498,50,1,1,0.12,457.98,-0.0151165,0.0270068,0.115544,0.69,0.00122488,0.00120193,0.12,0,21.9416,1,475.203,19.8888,0.1,8.6875,0.0309758,0.128549,0.0947982,0.120278,11.9562,64.3984,1,0,1,0.613478,1
54.9447,152.242,0.503733,0.12,0.12,2,0.128642,1,0.0929433,7.32935,25.0302,0.11553,0.123217,69.4006,1,0.169922,2520.91,21.9416,0.189453,30.485,0.0875847,1,8.69123,2,89.242,19.8888,1,9.04042,167.388,1,30.485,0.134842,0.137647,1,644.585,63.0131,474.567,2.2663,25.0302,0.11,0.0869896,4.10E-41,19.6573,19.6573,1,25.3159,0.64981,1,8279.1,25.3159,1,0.267059,76.7867,0.0269498,50,1,1,0.12,457.98,-0.0151165,0.0270068,0.115544,0.69,0.00122488,0.00120193,0.12,0,21.9416,1,475.203,19.8888,0.1,8.6875,0.0309758,0.128549,0.0947982,0.120278,11.9562,64.3984,1,0,1,0.613478,1
54.9447,152.242,0.503733,0.12,0.12,2,0.128642,1,0.0929433,7.32935,25.0302,0.11553,0.123217,69.4006,1,0.169922,2520.91,21.9416,0.189453,30.485,0.0875847,1,8.69123,2,89.242,19.8888,1,9.04042,167.388,1,30.485,0.134842,0.137647,1,644.585,63.0131,474.567,2.2663,25.0302,0.11,0.0869896,4.10E-41,19.6573,19.6573,1,25.3159,0.64981,1,8279.1,25.3159,1,0.267059,76.7867,0.0269498,50,1,1,0.12,457.98,-0.0151165,0.0270068,0.115544,0.69,0.00122488,0.00120193,0.12,0,21.9416,1,475.203,19.8888,0.1,8.6875,0.0309758,0.128549,0.0947982,0.120278,11.9562,64.3984,1,0,1,0.613478,1
54.9447,152.242,0.503733,0.12,0.12,2,0.128642,1,0.0929433,7.32935,25.0302,0.11553,0.123217,69.4006,1,0.169922,2520.91,21.9416,0.189453,30.485,0.0875847,1,8.69123,2,89.242,19.8888,1,9.04042,167.388,1,30.485,0.134842,0.137647,1,644.585,63.0131,474.567,2.2663,25.0302,0.11,0.0869896,4.10E-41,19.6573,19.6573,1,25.3159,0.64981,1,8279.1,25.3159,1,0.267059,76.7867,0.0269498,50,1,1,0.12,457.98,-0.0151165,0.0270068,0.115544,0.69,0.00122488,0.00120193,0.12,0,21.9416,1,475.203,19.8888,0.1,8.6875,0.0309758,0.128549,0.0947982,0.120278,11.9562,64.3984,1,0,1,0.613478,1
56.7298,152.383,0.503745,0.12,0.12,2,0.130241,1,0.0952172,7.61292,24.9168,0.117215,0.120204,69.4298,1,0.169922,2519.35,21.9488,0.189453,30.3578,0.0882626,1,8.69123,2,89.3612,20.0028,1,9.04042,167.341,1,30.3799,0.135016,0.136265,1,626.518,62.8978,474.567,2.26515,24.9268,0.11,0.0869302,4.10E-41,19.6741,19.656,1,25.4396,0.658378,1,8279.1,25.4274,1,0.267227,76.5446,0.0270688,50,1,1,0.12,458.036,-0.0151329,0.0270688,0.11801,0.69,0.00131585,0.00119701,0.12,0,21.9548,1,475.203,19.9957,0.1,8.6875,0.0301398,0.130268,0.0956118,0.122246,11.9577,64.4163,1,0,1,0.607477,1
56.7298,152.383,0.503745,0.12,0.12,2,0.130241,1,0.0952172,7.61292,24.9168,0.117215,0.120204,69.4298,1,0.169922,2519.35,21.9488,0.189453,30.3578,0.0882626,1,8.69123,2,89.3612,20.0028,1,9.04042,167.341,1,30.3799,0.135016,0.136265,1,626.518,62.8978,474.567,2.26515,24.9268,0.11,0.0869302,4.10E-41,19.6741,19.656,1,25.4396,0.658378,1,8279.1,25.4274,1,0.267227,76.5446,0.0270688,50,1,1,0.12,458.036,-0.0151329,0.0270688,0.11801,0.69,0.00131585,0.00119701,0.12,0,21.9548,1,475.203,19.9957,0.1,8.6875,0.0301398,0.130268,0.0956118,0.122246,11.9577,64.4163,1,0,1,0.607477,1
56.7298,152.383,0.503745,0.12,0.12,2,0.130241,1,0.0952172,7.61292,24.9168,0.117215,0.120204,69.4298,1,0.169922,2519.35,21.9488,0.189453,30.3578,0.0882626,1,8.69123,2,89.3612,20.0028,1,9.04042,167.341,1,30.3799,0.135016,0.136265,1,626.518,62.8978,474.567,2.26515,24.9268,0.11,0.0869302,4.10E-41,19.6741,19.656,1,25.4396,0.658378,1,8279.1,25.4274,1,0.267227,76.5446,0.0270688,50,1,1,0.12,458.036,-0.0151329,0.0270688,0.11801,0.69,0.00131585,0.00119701,0.12,0,21.9548,1,475.203,19.9957,0.1,8.6875,0.0301398,0.130268,0.0956118,0.122246,11.9577,64.4163,1,0,1,0.607477,1
56.7298,152.383,0.503745,0.12,0.12,2,0.130241,1,0.0952172,7.61292,24.9168,0.117215,0.120204,69.4298,1,0.169922,2519.35,21.9488,0.189453,30.3578,0.0882626,1,8.69123,2,89.3612,20.0028,1,9.04042,167.341,1,30.3799,0.135016,0.136265,1,626.518,62.8978,474.567,2.26515,24.9268,0.11,0.0869302,4.10E-41,19.6741,19.656,1,25.4396,0.658378,1,8279.1,25.4274,1,0.267227,76.5446,0.0270688,50,1,1,0.12,458.036,-0.0151329,0.0270688,0.11801,0.69,0.00131585,0.00119701,0.12,0,21.9548,1,475.203,19.9957,0.1,8.6875,0.0301398,0.130268,0.0956118,0.122246,11.9577,64.4163,1,0,1,0.607477,1
56.7298,152.383,0.503745,0.12,0.12,2,0.130241,1,0.0952172,7.61292,24.9168,0.117215,0.120204,69.4298,1,0.169922,2519.35,21.9488,0.189453,30.3578,0.0882626,1,8.72859,2,89.3612,20.0028,1,9.04229,167.341,1,30.3799,0.135016,0.136265,1,626.518,62.8978,474.604,2.26515,24.9268,0.11,0.0869302,4.40E-41,19.6741,19.656,1,25.4396,0.658378,1,8279.1,25.4274,1,0.267227,76.5446,0.0270688,50,1,1,0.12,458.036,-0.0151329,0.0270688,0.11801,0.69,0.00131585,0.00119701,0.12,0,21.9548,1,475.209,19.9957,0.1,8.6875,0.0301398,0.130268,0.0956118,0.122246,11.9577,64.4163,1,0,1,0.607477,1
57.1771,152.552,0.503667,0.12,0.12,2,0.130128,1,0.0937179,7.65241,24.8209,0.116818,0.121201,69.4554,1,0.169922,2525.85,22.0214,0.189453,30.2335,0.0875002,1,8.72859,2,89.3121,20.1644,1,9.04229,167.362,1,30.2152,0.134961,0.134328,1,624.701,63.1012,474.604,2.26424,24.8263,0.11,0.0880615,4.40E-41,19.6487,19.6393,1,25.5402,0.650687,1,8279.1,25.5188,1,0.267065,76.3168,0.0269842,50,1,1,0.12,458.076,-0.0146411,0.0269842,0.114162,0.69,0.0013265,0.00118226,0.12,0,22.0102,1,475.209,20.1393,0.1,8.6875,0.0299841,0.129759,0.0954174,0.120782,11.9567,64.4314,1,0,1,0.565483,1
57.1771,152.552,0.503667,0.12,0.12,2,0.130128,1,0.0937179,7.65241,24.8209,0.116818,0.121201,69.4554,1,0.169922,2525.85,22.0214,0.189453,30.2335,0.0875002,1,8.72859,2,89.3121,20.1644,1,9.04229,167.362,1,30.2152,0.134961,0.134328,1,624.701,63.1012,474.604,2.26424,24.8263,0.11,0.0880615,4.40E-41,19.6487,19.6393,1,25.5402,0.650687,1,8279.1,25.5188,1,0.267065,76.3168,0.0269842,50,1,1,0.12,458.076,-0.0146411,0.0269842,0.114162,0.69,0.0013265,0.00118226,0.12,0,22.0102,1,475.209,20.1393,0.1,8.6875,0.0299841,0.129759,0.0954174,0.120782,11.9567,64.4314,1,0,1,0.565483,1
57.1771,152.552,0.503667,0.12,0.12,2,0.130128,1,0.0937179,7.65241,24.8209,0.116818,0.121201,69.4554,1,0.169922,2525.85,22.0214,0.189453,30.2335,0.0875002,1,8.72859,2,89.3121,20.1644,1,9.04229,167.362,1,30.2152,0.134961,0.134328,1,624.701,63.1012,474.604,2.26424,24.8263,0.11,0.0880615,4.40E-41,19.6487,19.6393,1,25.5402,0.650687,1,8279.1,25.5188,1,0.267065,76.3168,0.0269842,50,1,1,0.12,458.076,-0.0146411,0.0269842,0.114162,0.69,0.0013265,0.00118226,0.12,0,22.0102,1,475.209,20.1393,0.1,8.6875,0.0299841,0.129759,0.0954174,0.120782,11.9567,64.4314,1,0,1,0.565483,1
57.1771,152.552,0.503667,0.12,0.12,2,0.130128,1,0.0937179,7.65241,24.8209,0.116818,0.121201,69.4554,1,0.169922,2525.85,22.0214,0.189453,30.2335,0.0875002,1,8.72859,2,89.3121,20.1644,1,9.04229,167.362,1,30.2152,0.134961,0.134328,1,624.701,63.1012,474.604,2.26424,24.8263,0.11,0.0880615,4.40E-41,19.6487,19.6393,1,25.5402,0.650687,1,8279.1,25.5188,1,0.267065,76.3168,0.0269842,50,1,1,0.12,458.076,-0.0146411,0.0269842,0.114162,0.69,0.0013265,0.00118226,0.12,0,22.0102,1,475.209,20.1393,0.1,8.6875,0.0299841,0.129759,0.0954174,0.120782,11.9567,64.4314,1,0,1,0.565483,1
57.1771,152.552,0.503667,0.12,0.12,2,0.130128,1,0.0937179,7.65241,24.8209,0.116818,0.121201,69.4554,1,0.169922,2525.85,22.0214,0.189453,30.2335,0.0875002,1,8.72859,2,89.3121,20.1644,1,9.04229,167.362,1,30.2152,0.134961,0.134328,1,624.701,63.1012,474.604,2.26424,24.8263,0.11,0.0880615,4.40E-41,19.6487,19.6393,1,25.5402,0.650687,1,8279.1,25.5188,1,0.267065,76.3168,0.0269842,50,1,1,0.12,458.076,-0.0146411,0.0269842,0.114162,0.69,0.0013265,0.00118226,0.12,0,22.0102,1,475.209,20.1393,0.1,8.6875,0.0299841,0.129759,0.0954174,0.120782,11.9567,64.4314,1,0,1,0.565483,1
57.1771,152.552,0.503667,0.12,0.12,2,0.130128,1,0.0937179,7.65241,24.8209,0.116818,0.121201,69.4554,1,0.169922,2525.85,22.0214,0.189453,30.2335,0.0875002,1,8.72859,2,89.3121,20.1644,1,9.04229,167.362,1,30.2152,0.134961,0.134328,1,624.701,63.1012,474.604,2.26424,24.8263,0.11,0.0880615,4.40E-41,19.6487,19.6393,1,25.5402,0.650687,1,8279.1,25.5188,1,0.267065,76.3168,0.0269842,50,1,1,0.12,458.076,-0.0146411,0.0269842,0.114162,0.69,0.0013265,0.00118226,0.12,0,22.0102,1,475.209,20.1393,0.1,8.6875,0.0299841,0.129759,0.0954174,0.120782,11.9567,64.4314,1,0,1,0.565483,1
55.456,152.469,0.503739,0.12,0.12,2,0.130267,1,0.0929735,7.62734,24.7289,0.115689,0.12085,69.45,1,0.169922,2526.79,22.0117,0.189453,30.06,0.0888811,1,8.72859,2,89.3709,20.3184,1,9.04229,167.335,1,30.1013,0.135961,0.138078,1,627.011,62.9606,474.604,2.26429,24.7597,0.11,0.0883163,4.40E-41,19.6463,19.6325,1,25.6496,0.649837,1,8279.1,25.6371,1,0.267205,76.5544,0.0271002,50,1,1,0.12,458.143,-0.0144608,0.0271002,0.118177,0.69,0.00122242,0.00123963,0.12,0,22.0096,1,475.209,20.291,0.1,8.6875,0.0302792,0.132483,0.0944008,0.122074,11.9577,64.4369,1,0,1,0.565483,1
55.456,152.469,0.503739,0.12,0.12,2,0.130267,1,0.0929735,7.62734,24.7289,0.115689,0.12085,69.45,1,0.169922,2526.79,22.0117,0.189453,30.06,0.0888811,1,8.72859,2,89.3709,20.3184,1,9.04229,167.335,1,30.1013,0.135961,0.138078,1,627.011,62.9606,474.604,2.26429,24.7597,0.11,0.0883163,4.40E-41,19.6463,19.6325,1,25.6496,0.649837,1,8279.1,25.6371,1,0.267205,76.5544,0.0271002,50,1,1,0.12,458.143,-0.0144608,0.0271002,0.118177,0.69,0.00122242,0.00123963,0.12,0,22.0096,1,475.209,20.291,0.1,8.6875,0.0302792,0.132483,0.0944008,0.122074,11.9577,64.4369,1,0,1,0.565483,1
55.456,152.469,0.503739,0.12,0.12,2,0.130267,1,0.0929735,7.62734,24.7289,0.115689,0.12085,69.45,1,0.169922,2526.79,22.0117,0.189453,30.06,0.0888811,1,8.72859,2,89.3709,20.3184,1,9.04229,167.335,1,30.1013,0.135961,0.138078,1,627.011,62.9606,474.604,2.26429,24.7597,0.11,0.0883163,4.40E-41,19.6463,19.6325,1,25.6496,0.649837,1,8279.1,25.6371,1,0.267205,76.5544,0.0271002,50,1,1,0.12,458.143,-0.0144608,0.0271002,0.118177,0.69,0.00122242,0.00123963,0.12,0,22.0096,1,475.209,20.291,0.1,8.6875,0.0302792,0.132483,0.0944008,0.122074,11.9577,64.4369,1,0,1,0.565483,1
55.456,152.469,0.503739,0.12,0.12,2,0.130267,1,0.0929735,7.62734,24.7289,0.115689,0.12085,69.45,1,0.169922,2526.79,22.0117,0.189453,30.06,0.0888811,1,8.72836,2,89.3709,20.3184,1,9.10556,167.335,1,30.1013,0.135961,0.138078,1,627.011,62.9606,474.592,2.26429,24.7597,0.11,0.0883163,4.26E-41,19.6463,19.6325,1,25.6496,0.649837,1,8279.1,25.6371,1,0.267205,76.5544,0.0271002,50,1,1,0.12,458.143,-0.0144608,0.0271002,0.118177,0.69,0.00122242,0.00123963,0.12,0,22.0096,1,475.154,20.291,0.1,8.6875,0.0302792,0.132483,0.0944008,0.122074,11.9577,64.4369,1,0,1,0.565483,1
55.456,152.469,0.503739,0.12,0.12,2,0.130267,1,0.0929735,7.62734,24.7289,0.115689,0.12085,69.45,1,0.169922,2526.79,22.0117,0.189453,30.06,0.0888811,1,8.72836,2,89.3709,20.3184,1,9.10556,167.335,1,30.1013,0.135961,0.138078,1,627.011,62.9606,474.592,2.26429,24.7597,0.11,0.0883163,4.26E-41,19.6463,19.6325,1,25.6496,0.649837,1,8279.1,25.6371,1,0.267205,76.5544,0.0271002,50,1,1,0.12,458.143,-0.0144608,0.0271002,0.118177,0.69,0.00122242,0.00123963,0.12,0,22.0096,1,475.154,20.291,0.1,8.6875,0.0302792,0.132483,0.0944008,0.122074,11.9577,64.4369,1,0,1,0.565483,1
